,Country/Region,Date,Province/State,Confirmed,Deaths,Recovered,GDP,Unemployment,CPI
255,Portugal,2022-01-01,0,1412936.0,18976.0,0.0,255196659934.378,6.011,120.783990313085
256,Qatar,2021-01-01,0,144042.0,245.0,141556.0,179732009560.44,0.14,115.041180060887
257,Qatar,2022-01-01,0,251361.0,618.0,0.0,235770403734.9,0.13,120.787803986413
258,Romania,2021-01-01,0,636201.0,15841.0,566365.0,285810244501.933,5.59,133.455469478653
259,Romania,2022-01-01,0,1810342.0,58779.0,0.0,298891515898.026,5.614,151.866303747835
260,Rwanda,2021-01-01,0,8460.0,94.0,6598.0,11069280277.007,15.793,165.297890975286
261,Rwanda,2022-01-01,0,112654.0,1351.0,0.0,13316160803.5187,15.085,194.537781306206
262,Samoa,2021-01-01,0,2.0,0.0,2.0,843923638.733018,10.368,119.336646996638
263,Samoa,2022-01-01,0,3.0,0.0,0.0,832945205.637185,9.923,132.41818969607
264,San Marino,2021-01-01,0,2384.0,59.0,2042.0,1855382833.1165,9.923,132.41818969607
265,San Marino,2022-01-01,0,8202.0,100.0,0.0,1855382833.1165,9.923,132.41818969607
266,Sao Tome and Principe,2021-01-01,0,1022.0,17.0,973.0,524402450.755612,15.042,236.774773301467
267,Sao Tome and Principe,2022-01-01,0,3903.0,57.0,0.0,542686976.457587,14.115,279.407575020066
268,Saudi Arabia,2021-01-01,0,362878.0,6230.0,354081.0,874156000000.0,6.621,126.231136275934
269,Saudi Arabia,2022-01-01,0,557082.0,8878.0,0.0,1108571466666.67,5.589,129.354187644052
270,Senegal,2021-01-01,0,19364.0,410.0,17375.0,27520784129.7508,3.368,114.474038812672
271,Senegal,2022-01-01,0,75337.0,1890.0,0.0,27619479059.6131,2.968,125.574379147807
272,Serbia,2021-01-01,0,339997.0,3250.0,0.0,63101042897.707,10.061,152.241431604489
273,Serbia,2022-01-01,0,1300949.0,12739.0,0.0,63563410720.7093,8.684,170.482256596906
274,Seychelles,2021-01-01,0,267.0,0.0,214.0,1487173794.80528,8.684,170.482256596906
275,Seychelles,2022-01-01,0,24788.0,134.0,0.0,2057968519.83091,8.684,170.482256596906
276,Sierra Leone,2021-01-01,0,2635.0,76.0,1906.0,4249234704.01866,3.516,297.191234531916
277,Sierra Leone,2022-01-01,0,7114.0,123.0,0.0,4094563859.43556,3.194,378.051882667797
278,Singapore,2021-01-01,0,58629.0,29.0,58449.0,434111559282.849,4.64,116.829758470318
279,Singapore,2022-01-01,0,279861.0,829.0,0.0,498474540987.78,3.591,123.980978131334
280,Slovenia,2021-01-01,0,123950.0,2728.0,100868.0,61832201543.8285,4.747,113.117909327683
281,Slovenia,2022-01-01,0,465711.0,5597.0,0.0,60063475466.3446,4.013,123.110404802896
282,Solomon Islands,2021-01-01,0,17.0,0.0,5.0,1522794913.0914,0.866,136.847236823755
283,Solomon Islands,2022-01-01,0,24.0,0.0,0.0,1566360686.10632,1.579,144.398644275693
284,Somalia,2021-01-01,0,4714.0,130.0,3612.0,9838711529.45848,19.553,144.398644275693
285,Somalia,2022-01-01,0,23532.0,1333.0,0.0,10419541202.0391,19.128,144.398644275693
286,South Africa,2021-01-01,0,1073887.0,28887.0,887701.0,420117812466.041,28.77,171.60240433954
287,South Africa,2022-01-01,0,3468079.0,91198.0,0.0,405270850098.738,28.838,183.682744465621
288,South Sudan,2021-01-01,0,3558.0,63.0,3131.0,405270850098.738,13.868,22570.7110312611
289,South Sudan,2022-01-01,0,15242.0,135.0,0.0,405270850098.738,12.395,21061.3351456807
290,Spain,2021-01-01,0,1928265.0,50837.0,150376.0,1445651653604.63,14.781,114.024422110457
291,Spain,2022-01-01,0,6294745.0,89405.0,0.0,1417800466262.65,12.917,123.591728295232
292,Sri Lanka,2021-01-01,0,43856.0,208.0,36155.0,88609332762.4729,5.258,176.681451206782
293,Sri Lanka,2022-01-01,0,587596.0,14997.0,0.0,74144875098.0587,6.33,264.529415973267
294,Sudan,2021-01-01,0,25730.0,1468.0,13524.0,34229513774.9936,11.466,16245.8889681416
295,Sudan,2022-01-01,0,46518.0,3331.0,0.0,51666875363.0963,7.53,38796.5572974048
296,Suriname,2021-01-01,0,6277.0,123.0,5771.0,3081401725.88833,8.459,632.494660552573
297,Suriname,2022-01-01,0,52612.0,1190.0,0.0,3620987993.32637,8.232,964.212982746744
298,Sweden,2021-01-01,0,437379.0,8727.0,0.0,639714956069.468,8.722,113.461278849041
299,Sweden,2022-01-01,0,1314784.0,15310.0,0.0,590409594949.102,7.392,122.957183435409
300,Switzerland,2021-01-01,0,452296.0,7948.0,317600.0,813408787222.499,5.097,99.3992842451935
301,Switzerland,2022-01-01,0,1332615.0,12220.0,0.0,818426550206.45,4.3,102.21728177187
302,Tajikistan,2021-01-01,0,13665.0,90.0,12894.0,8937805347.13963,7.253,102.21728177187
303,Tajikistan,2022-01-01,0,17493.0,125.0,0.0,10713525200.3998,6.981,102.21728177187
304,Tanzania,2021-01-01,0,509.0,21.0,183.0,70655628147.8986,2.806,200.742671235263
305,Tanzania,2022-01-01,0,29306.0,737.0,0.0,75769974505.0106,2.609,209.475523539762
306,Thailand,2021-01-01,0,7163.0,63.0,4299.0,506256494297.34,1.215,113.689320040059
307,Thailand,2022-01-01,0,2226446.0,21708.0,0.0,495645210972.751,0.94,120.598688742159
308,Timor-Leste,2021-01-01,0,44.0,0.0,32.0,3621958000.0,2.344,120.598688742159
309,Timor-Leste,2022-01-01,0,19839.0,122.0,0.0,3204753000.0,1.537,120.598688742159
310,Togo,2021-01-01,0,3662.0,68.0,3443.0,8342243645.94438,2.285,120.045614301505
311,Togo,2022-01-01,0,30163.0,248.0,0.0,8169476148.95692,2.065,129.610336993973
312,Tonga,2021-01-01,0,0.0,0.0,0.0,469228219.665791,2.111,135.565368559565
313,Tonga,2022-01-01,0,1.0,0.0,0.0,500274898.085221,2.354,150.438740351379
314,Trinidad and Tobago,2021-01-01,0,7158.0,127.0,6671.0,24496505940.6673,4.446,146.995044259351
315,Trinidad and Tobago,2022-01-01,0,92201.0,2883.0,0.0,30053575132.142,4.383,155.562483405851
316,Tunisia,2021-01-01,0,140557.0,4730.0,105499.0,46812290143.344,16.505,173.439427529047
317,Tunisia,2022-01-01,0,727843.0,25576.0,0.0,44579761022.8993,15.301,187.846106359388
318,Tuvalu,2021-01-01,0,0.0,0.0,0.0,60196405.7138393,15.301,187.846106359388
319,Tuvalu,2022-01-01,0,0.0,0.0,0.0,59065982.0873657,15.301,187.846106359388
320,Uganda,2021-01-01,0,35511.0,265.0,11878.0,40529788744.0595,3.422,185.892180700766
321,Uganda,2022-01-01,0,142604.0,3297.0,0.0,45565333216.4142,2.93,199.268589530793
322,Ukraine,2021-01-01,0,1096855.0,19437.0,746680.0,199765859570.935,9.834,316.447595987548
323,Ukraine,2022-01-01,0,3852397.0,102300.0,0.0,161989520721.19,9.834,380.31822898651
324,United Arab Emirates,2021-01-01,0,209678.0,671.0,186019.0,415178792756.978,3.105,112.127688110545
325,United Arab Emirates,2022-01-01,0,764493.0,2165.0,0.0,507063968277.74,2.873,117.541087977731
326,United Kingdom,2021-01-01,"AnguillaBermudaBritish Virgin IslandsCayman IslandsChannel IslandsFalkland Islands (Malvinas)GibraltarGuernseyIsle of ManJerseyMontserratPitcairn IslandsSaint Helena, Ascension and Tristan da CunhaTurks and Caicos Islands",2549671.0,95917.0,5682.0,3141506156618.7,4.826,123.848714629184
327,United Kingdom,2022-01-01,"AnguillaBermudaBritish Virgin IslandsCayman IslandsChannel IslandsFalkland Islands (Malvinas)GibraltarGuernseyIsle of ManJerseyMontserratPitcairn IslandsSaint Helena, Ascension and Tristan da CunhaTurks and Caicos Islands",13174530.0,178046.0,0.0,3088839763445.02,3.73,133.660070279268
328,Uruguay,2021-01-01,0,19753.0,193.0,13990.0,60760798595.5436,9.301,239.976021238332
329,Uruguay,2022-01-01,0,414294.0,6172.0,0.0,70164683290.3776,7.877,261.824349714601
330,Uzbekistan,2021-01-01,0,77182.0,614.0,75244.0,69600614987.3509,5.345,355.018882210761
331,Uzbekistan,2022-01-01,0,199030.0,1485.0,0.0,81140823252.4164,4.535,395.656628724736
332,Vanuatu,2021-01-01,0,1.0,0.0,1.0,950394006.532514,4.734,126.262874104585
333,Vanuatu,2022-01-01,0,7.0,1.0,0.0,1022219297.50335,5.171,134.696357601727
334,West Bank and Gaza,2021-01-01,0,139223.0,1418.0,118926.0,18109000000.0,26.39,113.070878047339
335,West Bank and Gaza,2022-01-01,0,469748.0,4919.0,0.0,19165500000.0,24.42,117.301112781727
336,Zambia,2021-01-01,0,20997.0,390.0,18773.0,22096416932.0089,5.195,299.818966181342
337,Zambia,2022-01-01,0,257948.0,3740.0,0.0,29163782140.4858,5.993,332.778676527232
338,Zimbabwe,2021-01-01,0,14084.0,369.0,11347.0,28371238665.5116,9.54,5411.00244498777
339,Zimbabwe,2022-01-01,0,214214.0,5017.0,0.0,27366627153.0954,10.087,11076.6017877336
